record_type,event_type,time_point,contrast,estimate,ci_lower,ci_upper,bootstrap_success,cohort,analysis_sample,outcome_scale,n_episodes,n_persons,n_observations,bootstrap_attempts,model,notes
fixed_effect,,,socio[partly_retired],-0.023032517261541,-0.0590593661176648,0.0145754963422171,500.0,HRS,primary_isolated,cohort_pre1_SD,16938,13073,68511.0,531.0,E,
fixed_effect,,,socio[retired],0.1751589997196501,0.1432464119224161,0.2041968031802862,500.0,HRS,primary_isolated,cohort_pre1_SD,16938,13073,68511.0,531.0,E,
fixed_effect,,,socio[unemployed],0.2591872990678422,0.1864629058640257,0.329157526612941,500.0,HRS,primary_isolated,cohort_pre1_SD,16938,13073,68511.0,531.0,E,
fixed_effect,,,socio[unknown],0.1421246985045232,0.0402079981428415,0.2579960663636511,500.0,HRS,primary_isolated,cohort_pre1_SD,16938,13073,68511.0,531.0,E,
fixed_sensitivity,compound_primary,,acute_pre1_to_event,0.25600617729713,,,,UKHLS,primary_compound_single_episode,,1498,1455,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year2,0.07261719267226,,,,UKHLS,primary_compound_single_episode,,994,972,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year4,0.017315299418018,,,,UKHLS,primary_compound_single_episode,,530,524,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,separation_divorce,,acute_pre1_to_event,0.1458672796817479,,,,UKHLS,UKHLS_secondary_separation_divorce,,1493,1436,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,separation_divorce,,persistence_pre1_to_year2,-0.1277694619898603,,,,UKHLS,UKHLS_secondary_separation_divorce,,855,835,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,separation_divorce,,persistence_pre1_to_year4,-0.3021746591725027,,,,UKHLS,UKHLS_secondary_separation_divorce,,549,540,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,financial_strain,,acute_pre1_to_event,0.3783915836226968,,,,UKHLS,UKHLS_secondary_financial_strain,,16256,12078,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,financial_strain,,persistence_pre1_to_year2,0.0996964202963155,,,,UKHLS,UKHLS_secondary_financial_strain,,8127,6608,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,financial_strain,,persistence_pre1_to_year4,0.0968473202185602,,,,UKHLS,UKHLS_secondary_financial_strain,,4973,4267,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_chronic_onset,,acute_pre1_to_event,0.0848135579102961,,,,HRS,HRS_health_incident_chronic,,9499,9499,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_chronic_onset,,persistence_pre1_to_year2,0.0709046788777611,,,,HRS,HRS_health_incident_chronic,,6600,6600,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_chronic_onset,,persistence_pre1_to_year4,0.0523045049910559,,,,HRS,HRS_health_incident_chronic,,5377,5377,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_self_rated_decline,,acute_pre1_to_event,0.2499553865835487,,,,HRS,HRS_health_self_rated_decline,,17307,12815,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_self_rated_decline,,persistence_pre1_to_year2,0.1462916518425698,,,,HRS,HRS_health_self_rated_decline,,10848,8537,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,health_self_rated_decline,,persistence_pre1_to_year4,0.1133026129447029,,,,HRS,HRS_health_self_rated_decline,,7969,6489,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,poverty_entry,,acute_pre1_to_event,0.042030831680981,,,,HRS,HRS_secondary_poverty_entry,,9191,7354,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,poverty_entry,,persistence_pre1_to_year2,-0.0165182000040505,,,,HRS,HRS_secondary_poverty_entry,,5805,4917,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,poverty_entry,,persistence_pre1_to_year4,-0.0376813932721575,,,,HRS,HRS_secondary_poverty_entry,,4298,3735,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,retirement_comparator,,acute_pre1_to_event,0.0291114457885371,,,,HRS,HRS_neutral_retirement_comparator,,13065,11122,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,retirement_comparator,,persistence_pre1_to_year2,0.0095408110525144,,,,HRS,HRS_neutral_retirement_comparator,,9329,8194,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,retirement_comparator,,persistence_pre1_to_year4,-0.0094864759664004,,,,HRS,HRS_neutral_retirement_comparator,,7593,6780,,,,Descriptive frozen sensitivity; no hypothesis test.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.0494994112634777,,,,UKHLS,no_subsequent_event_censoring,,13748,10502,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,0.0690722861054346,,,,UKHLS,no_subsequent_event_censoring,,10583,8382,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.0860861523278102,,,,UKHLS,no_subsequent_event_censoring,,11300,9602,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.1082400953865007,,,,UKHLS,no_subsequent_event_censoring,,8635,7564,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.0271512091465963,,,,UKHLS,no_subsequent_event_censoring,,2275,2141,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0140216369816204,,,,UKHLS,no_subsequent_event_censoring,,1674,1593,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,-0.1847393674974555,,,,UKHLS,no_subsequent_event_censoring,,684,684,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.2097948851327367,,,,UKHLS,no_subsequent_event_censoring,,498,498,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.3004730273752012,,,,UKHLS,raw_outcome_scale,,19872,14793,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.155426863441061,,,,UKHLS,raw_outcome_scale,,10706,9080,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,0.2379559532002753,,,,UKHLS,raw_outcome_scale,,5812,5580,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.0325580447611341,,,,UKHLS,complete_four_timepoints,,5220,5022,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.021536318289556,,,,UKHLS,complete_four_timepoints,,5220,5022,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,0.0391507952579369,,,,UKHLS,complete_four_timepoints,,5220,5022,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,acute_pre1_to_event,0.7153449615140174,,,,UKHLS,raw_outcome_scale,,14161,11709,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.4465781409601634,,,,UKHLS,raw_outcome_scale,,9790,8450,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.5601392515230635,,,,UKHLS,raw_outcome_scale,,5745,5483,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,acute_pre1_to_event,0.111830398215449,,,,UKHLS,complete_four_timepoints,,5383,5145,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,persistence_pre1_to_year2,0.0784550404366958,,,,UKHLS,complete_four_timepoints,,5383,5145,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,persistence_pre1_to_year4,0.1009784891537915,,,,UKHLS,complete_four_timepoints,,5383,5145,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,acute_pre1_to_event,1.7945245805122167,,,,UKHLS,raw_outcome_scale,,3397,3171,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.3795826283135928,,,,UKHLS,raw_outcome_scale,,1773,1713,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.2277992277992278,,,,UKHLS,raw_outcome_scale,,1036,1027,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,acute_pre1_to_event,0.2734620150825856,,,,UKHLS,complete_four_timepoints,,919,913,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.0167073000787815,,,,UKHLS,complete_four_timepoints,,919,913,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0414801932990438,,,,UKHLS,complete_four_timepoints,,919,913,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,acute_pre1_to_event,2.941699604743083,,,,UKHLS,raw_outcome_scale,,1012,1008,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,-1.1840277777777777,,,,UKHLS,raw_outcome_scale,,576,576,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-1.362637362637363,,,,UKHLS,raw_outcome_scale,,364,364,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,acute_pre1_to_event,0.5613980615354435,,,,UKHLS,complete_four_timepoints,,348,348,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,-0.2591458079897124,,,,UKHLS,complete_four_timepoints,,348,348,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.2535673268001099,,,,UKHLS,complete_four_timepoints,,348,348,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,acute_pre1_to_event,0.50524778917068,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1012,1008,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,acute_pre1_to_event,0.2259063589382861,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,3397,3171,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.0333941815417354,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,19872,14793,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,acute_pre1_to_event,0.1086774171468117,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,14161,11709,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,acute_pre1_to_event,-0.2294769706427784,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1498,1455,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,-0.2076909633346828,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,576,576,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.0864372914301576,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1773,1713,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.0259928733396061,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,10706,9080,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.0771282278430692,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,9790,8450,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year2,-0.0485044432537246,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,994,972,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.2477944359011232,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,364,364,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0611961436652746,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1036,1027,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,0.0361125401200742,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,5812,5580,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.0933543151410832,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,5745,5483,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year4,-0.106563268262861,,,,UKHLS,all_unique_primary_episodes_preceding_concurrent_adjusted,,530,524,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,0.0611726641298331,,,,HRS,no_subsequent_event_censoring,,4035,3881,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.009610459528594,,,,HRS,no_subsequent_event_censoring,,3294,3186,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,0.0210335807896274,,,,HRS,no_subsequent_event_censoring,,1745,1652,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,0.0086456340635756,,,,HRS,no_subsequent_event_censoring,,1592,1511,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.0295894127812473,,,,HRS,no_subsequent_event_censoring,,2884,2622,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,-0.0162558342297521,,,,HRS,no_subsequent_event_censoring,,2653,2419,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.2799998780942732,,,,HRS,no_subsequent_event_censoring,,4216,3892,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.1830363178687921,,,,HRS,no_subsequent_event_censoring,,3048,2834,,,,Uses the presaved uncensored follow-up value; primary analysis remains censored.
fixed_sensitivity,widowhood,,acute_pre1_to_event,0.6861468051399402,,,,HRS,raw_outcome_scale,,5681,5405,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,0.1185594111461619,,,,HRS,raw_outcome_scale,,3804,3670,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.0325061167423977,,,,HRS,raw_outcome_scale,,2861,2807,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,widowhood,,acute_pre1_to_event,0.3023750834989053,,,,HRS,complete_four_timepoints,,2499,2462,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,0.0266207571993571,,,,HRS,complete_four_timepoints,,2499,2462,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.0137693571720813,,,,HRS,complete_four_timepoints,,2499,2462,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,acute_pre1_to_event,0.2238547968885047,,,,HRS,raw_outcome_scale,,2314,2173,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.010625,,,,HRS,raw_outcome_scale,,1600,1518,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0697151424287856,,,,HRS,raw_outcome_scale,,1334,1297,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,unemployment,,acute_pre1_to_event,0.0810591839176234,,,,HRS,complete_four_timepoints,,1132,1102,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,0.0024317755175287,,,,HRS,complete_four_timepoints,,1132,1102,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0494461021897503,,,,HRS,complete_four_timepoints,,1132,1102,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.1303162486368593,,,,HRS,raw_outcome_scale,,3668,3298,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.033724340175953,,,,HRS,raw_outcome_scale,,2728,2497,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,-0.1196772747646795,,,,HRS,raw_outcome_scale,,2231,2131,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.0381936212321414,,,,HRS,complete_four_timepoints,,1946,1872,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.0207471522742496,,,,HRS,complete_four_timepoints,,1946,1872,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,-0.0594122996944422,,,,HRS,complete_four_timepoints,,1946,1872,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,acute_pre1_to_event,0.5207582938388625,,,,HRS,raw_outcome_scale,,5275,4824,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.5827698472326571,,,,HRS,raw_outcome_scale,,3993,3706,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.3725128960943257,,,,HRS,raw_outcome_scale,,2714,2552,,,,UKHLS GHQ-12 raw units or HRS CES-D 8 raw units.
fixed_sensitivity,health,,acute_pre1_to_event,0.2383972250886132,,,,HRS,complete_four_timepoints,,2396,2262,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,persistence_pre1_to_year2,0.2290145230570132,,,,HRS,complete_four_timepoints,,2396,2262,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,health,,persistence_pre1_to_year4,0.1752075991615109,,,,HRS,complete_four_timepoints,,2396,2262,,,,"Requires pre1, event, 2-year, and 4-year; pre2 remains optional."
fixed_sensitivity,widowhood,,acute_pre1_to_event,0.2845091764207967,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,5681,5405,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,acute_pre1_to_event,0.0637717226913731,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,2314,2173,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,acute_pre1_to_event,0.0319411913763975,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,3668,3298,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,acute_pre1_to_event,0.1983665818958263,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,5275,4824,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,acute_pre1_to_event,0.2534723998252317,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,605,600,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,widowhood,,persistence_pre1_to_year2,0.0381311224611425,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,3804,3670,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,persistence_pre1_to_year2,-0.028017815893498,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1600,1518,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,persistence_pre1_to_year2,0.0010912961501827,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,2728,2497,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,persistence_pre1_to_year2,0.2455225561532305,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,3993,3706,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year2,0.1134395186045186,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,466,464,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,widowhood,,persistence_pre1_to_year4,-0.0271446952665619,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,2861,2807,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,unemployment,,persistence_pre1_to_year4,-0.0489202273120094,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,1334,1297,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,caregiving,,persistence_pre1_to_year4,-0.0650636824030407,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,2231,2131,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,health,,persistence_pre1_to_year4,0.1533202025863229,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,2714,2552,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
fixed_sensitivity,compound_primary,,persistence_pre1_to_year4,-0.0457006285207901,,,,HRS,all_unique_primary_episodes_preceding_concurrent_adjusted,,339,338,,,,One row per episode; adjusted to preceding count=0 and concurrent indicator=0.
