display_row,panel,label,cohort,outcome,analysis_role,validation,estimate,ci_lower,ci_upper,n,source_file,source_row_0based,source_filter,source_estimate_column,source_n_column,source_ci_columns,unit,notes,contrast,representation,variant,event_family,n_complete,temporal_cutoff
44,acute After current state,health,UKHLS,acute,secondary,temporal,0.0012139479440834,-0.0006510794018381,0.0030786024849912,187,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3142,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""38361cebc0632011"", ""sample_id"": ""recurrence_UKHLS_health_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,624,2021-10-07
45,persistence Without current state,health,UKHLS,persistence,secondary,grouped_cv,0.0104881096409182,-0.0284480868790726,0.0476470428718516,396,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3388,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""61974b445b9253ca"", ""sample_id"": ""recurrence_UKHLS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,396,2020-06-09
46,persistence After current state,health,UKHLS,persistence,secondary,grouped_cv,0.0222456223796554,-0.0204542669985989,0.0613132129407406,396,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3394,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""61974b445b9253ca"", ""sample_id"": ""recurrence_UKHLS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,396,2020-06-09
47,persistence Without current state,health,UKHLS,persistence,secondary,temporal,-0.0837720632622118,-0.2097358456805285,0.0240567377009106,118,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3424,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""61974b445b9253ca"", ""sample_id"": ""recurrence_UKHLS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,health,396,2020-06-09
48,persistence After current state,health,UKHLS,persistence,secondary,temporal,-0.0613018220868644,-0.1651371373970225,0.0233477779674456,118,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3430,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""61974b445b9253ca"", ""sample_id"": ""recurrence_UKHLS_health_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,health,396,2020-06-09
49,acute Without current state,unemployment,UKHLS,acute,secondary,grouped_cv,-0.0605185188036243,-0.0971229162482362,-0.0243308639642846,90,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3676,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""2b5a2ba1536703aa"", ""sample_id"": ""recurrence_UKHLS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,90,2021-12-16
50,acute After current state,unemployment,UKHLS,acute,secondary,grouped_cv,-0.0294474936310091,-0.0546661230657464,-0.0075343711438329,90,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3682,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""2b5a2ba1536703aa"", ""sample_id"": ""recurrence_UKHLS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,90,2021-12-16
51,acute Without current state,unemployment,UKHLS,acute,secondary,temporal,-0.0188000166987818,-0.1029360611676595,0.0335942403466779,27,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3712,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""2b5a2ba1536703aa"", ""sample_id"": ""recurrence_UKHLS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,90,2021-12-16
52,acute After current state,unemployment,UKHLS,acute,secondary,temporal,0.0005810369396033,-0.0023269990401336,0.0045859383520653,27,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3718,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""2b5a2ba1536703aa"", ""sample_id"": ""recurrence_UKHLS_unemployment_acute"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,90,2021-12-16
53,persistence Without current state,unemployment,UKHLS,persistence,secondary,grouped_cv,-0.0258576263746368,-0.0800237886003616,0.0090964778653914,46,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3964,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""53a0f9e29937d1c6"", ""sample_id"": ""recurrence_UKHLS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,46,2020-12-04
54,persistence After current state,unemployment,UKHLS,persistence,secondary,grouped_cv,-0.0359452465844021,-0.1050898329990412,0.0028711669833381,46,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,3970,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""53a0f9e29937d1c6"", ""sample_id"": ""recurrence_UKHLS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,46,2020-12-04
55,persistence Without current state,unemployment,UKHLS,persistence,secondary,temporal,-0.0791036842376475,-0.3224603337918656,0.0364722020164644,13,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,4000,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""53a0f9e29937d1c6"", ""sample_id"": ""recurrence_UKHLS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R1-R0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R1-R0,same_response,same_domain,unemployment,46,2020-12-04
56,persistence After current state,unemployment,UKHLS,persistence,secondary,temporal,-0.2808139121007781,-1.1930300921556545,0.0380571122365979,13,source_data/analysis_outputs/NMH_registered_extension/02_within_domain_recurrence_results.csv,4006,"{""analysis"": ""recurrence"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""53a0f9e29937d1c6"", ""sample_id"": ""recurrence_UKHLS_unemployment_persistence"", ""scale"": ""standardized"", ""term"": ""R3-R2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,R3-R2,same_response,same_domain,unemployment,46,2020-12-04
