display_row,panel,label,cohort,outcome,analysis_role,validation,estimate,ci_lower,ci_upper,n,source_file,source_row_0based,source_filter,source_estimate_column,source_n_column,source_ci_columns,unit,notes,contrast,representation,variant,event_family,n_complete,temporal_cutoff
11,Without current state,most_recent nonoverlap,HRS,acute,secondary,temporal,0.0391045440672868,-0.0332462714055793,0.1129002102806245,51,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,832,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""f4cd2053de67cb3b"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,nonoverlap,multiple,188,2016-05-15
12,After current state,most_recent nonoverlap,HRS,acute,secondary,temporal,0.0344059572017426,-0.0206086008493383,0.0925222698751469,51,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,838,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""f4cd2053de67cb3b"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,nonoverlap,multiple,188,2016-05-15
13,Without current state,residualized_mean nonoverlap,HRS,acute,secondary,grouped_cv,-0.0046296459892338,-0.0292900098945985,0.0127853447805898,188,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1084,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""96196b344beb0f87"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,nonoverlap,multiple,188,2016-05-15
14,After current state,residualized_mean nonoverlap,HRS,acute,secondary,grouped_cv,0.0115085911401781,-0.0255276754479454,0.0538970202285919,188,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1090,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""96196b344beb0f87"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,nonoverlap,multiple,188,2016-05-15
15,Without current state,residualized_mean nonoverlap,HRS,acute,secondary,temporal,0.0059913733361416,-0.0429724788515598,0.0539243608149523,51,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1120,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""96196b344beb0f87"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,nonoverlap,multiple,188,2016-05-15
16,After current state,residualized_mean nonoverlap,HRS,acute,secondary,temporal,0.0213965353538179,-0.034855140939822,0.083638792586028,51,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1126,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""96196b344beb0f87"", ""sample_id"": ""multi_HRS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,nonoverlap,multiple,188,2016-05-15
17,Without current state,between_history_sd overlap_allowed,HRS,acute,secondary,grouped_cv,-0.015329093355439,-0.0347005003285152,0.0017490693768994,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1372,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""579fc4bfe41b02f4"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,overlap_allowed,multiple,270,2016-05-15
18,After current state,between_history_sd overlap_allowed,HRS,acute,secondary,grouped_cv,-0.0106029572389952,-0.0228013341872021,0.0011577476689258,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1378,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""579fc4bfe41b02f4"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,overlap_allowed,multiple,270,2016-05-15
19,Without current state,between_history_sd overlap_allowed,HRS,acute,secondary,temporal,0.0038843376557304,-0.0073546918195772,0.0147255455127747,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1408,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""579fc4bfe41b02f4"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,overlap_allowed,multiple,270,2016-05-15
20,After current state,between_history_sd overlap_allowed,HRS,acute,secondary,temporal,0.0015561133065729,-0.0045068733126292,0.0068242320171408,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1414,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""579fc4bfe41b02f4"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,overlap_allowed,multiple,270,2016-05-15
21,Without current state,mean overlap_allowed,HRS,acute,secondary,grouped_cv,-0.0082000156372943,-0.0275143323658373,0.0094918136925039,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1660,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""616ab3951fa9453c"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,overlap_allowed,multiple,270,2016-05-15
22,After current state,mean overlap_allowed,HRS,acute,secondary,grouped_cv,0.0015536079957102,-0.023113000633659,0.0243629399719543,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1666,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""616ab3951fa9453c"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,overlap_allowed,multiple,270,2016-05-15
23,Without current state,mean overlap_allowed,HRS,acute,secondary,temporal,0.0045276416620232,-0.0203128996322837,0.0264981715923954,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1696,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""616ab3951fa9453c"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,overlap_allowed,multiple,270,2016-05-15
24,After current state,mean overlap_allowed,HRS,acute,secondary,temporal,0.0116155995043641,-0.031395212067973,0.0484962188666093,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1702,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""616ab3951fa9453c"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,overlap_allowed,multiple,270,2016-05-15
25,Without current state,most_recent overlap_allowed,HRS,acute,secondary,grouped_cv,-0.0016619358267073,-0.0262560081934676,0.0226842894964127,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1948,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d870a6aa8cdaf125"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,overlap_allowed,multiple,270,2016-05-15
26,After current state,most_recent overlap_allowed,HRS,acute,secondary,grouped_cv,0.0061469225313353,-0.0171670280885068,0.0304449929494221,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1954,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d870a6aa8cdaf125"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,overlap_allowed,multiple,270,2016-05-15
27,Without current state,most_recent overlap_allowed,HRS,acute,secondary,temporal,0.018603103504649,-0.0184003035655544,0.0516630599493648,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1984,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d870a6aa8cdaf125"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,overlap_allowed,multiple,270,2016-05-15
28,After current state,most_recent overlap_allowed,HRS,acute,secondary,temporal,0.0192969927433747,-0.0234399507506192,0.0535186491600398,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,1990,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""d870a6aa8cdaf125"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,overlap_allowed,multiple,270,2016-05-15
29,Without current state,residualized_mean overlap_allowed,HRS,acute,secondary,grouped_cv,-0.0056527766288472,-0.0247953704873417,0.0121596139441058,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2236,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""bfb93eba9e7a4c10"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,overlap_allowed,multiple,270,2016-05-15
30,After current state,residualized_mean overlap_allowed,HRS,acute,secondary,grouped_cv,0.0080018769926487,-0.0269065536736699,0.0471122182115221,270,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2242,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""bfb93eba9e7a4c10"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,overlap_allowed,multiple,270,2016-05-15
31,Without current state,residualized_mean overlap_allowed,HRS,acute,secondary,temporal,0.0005909713718423,-0.0349881041352855,0.0367958453135286,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2272,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""bfb93eba9e7a4c10"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,residualized_mean,overlap_allowed,multiple,270,2016-05-15
32,After current state,residualized_mean overlap_allowed,HRS,acute,secondary,temporal,0.0282567021805779,-0.0327592967311175,0.0864744329386937,77,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2278,"{""analysis"": ""multi_event"", ""cohort"": ""HRS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""bfb93eba9e7a4c10"", ""sample_id"": ""multi_HRS_acute_overlap_allowed"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,residualized_mean,overlap_allowed,multiple,270,2016-05-15
33,Without current state,between_history_sd nonoverlap,UKHLS,acute,secondary,grouped_cv,-0.0046830230456491,-0.0088499539147044,-0.0007142816669827,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2524,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""180e2a521d1d444f"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,nonoverlap,multiple,1089,2022-05-17
34,After current state,between_history_sd nonoverlap,UKHLS,acute,secondary,grouped_cv,0.0023626221703283,-0.0075558160307864,0.0126455899457268,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2530,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""180e2a521d1d444f"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,nonoverlap,multiple,1089,2022-05-17
35,Without current state,between_history_sd nonoverlap,UKHLS,acute,secondary,temporal,-0.0075912818216343,-0.0183821637606951,0.0020821353200673,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2560,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""180e2a521d1d444f"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,between_history_sd,nonoverlap,multiple,1089,2022-05-17
36,After current state,between_history_sd nonoverlap,UKHLS,acute,secondary,temporal,0.0120352264145541,0.0019137917106999,0.0243292609135341,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2566,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""180e2a521d1d444f"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,between_history_sd,nonoverlap,multiple,1089,2022-05-17
37,Without current state,mean nonoverlap,UKHLS,acute,primary,grouped_cv,0.0005161781614411,-0.0072585417073416,0.0077699432809922,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2812,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7ff34b8cebc20bfb"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,nonoverlap,multiple,1089,2022-05-17
38,After current state,mean nonoverlap,UKHLS,acute,primary,grouped_cv,0.0011892631937402,-0.0068462288039479,0.0089408856309621,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2818,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7ff34b8cebc20bfb"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,nonoverlap,multiple,1089,2022-05-17
39,Without current state,mean nonoverlap,UKHLS,acute,primary,temporal,0.0038057692712523,-0.0070199102794331,0.0134065500400861,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2848,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7ff34b8cebc20bfb"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,mean,nonoverlap,multiple,1089,2022-05-17
40,After current state,mean nonoverlap,UKHLS,acute,primary,temporal,-0.0061195662208756,-0.0288200856235572,0.0115123474431528,325,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,2854,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""7ff34b8cebc20bfb"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""temporal""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,mean,nonoverlap,multiple,1089,2022-05-17
41,Without current state,most_recent nonoverlap,UKHLS,acute,secondary,grouped_cv,-0.001735729531237,-0.0062948127163143,0.002662699368844,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3100,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""5424c86efdcff1c9"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M1-M0"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M1-M0,most_recent,nonoverlap,multiple,1089,2022-05-17
42,After current state,most_recent nonoverlap,UKHLS,acute,secondary,grouped_cv,0.0038443782353992,-0.0049633192026238,0.0133807902763754,1089,source_data/analysis_outputs/NMH_registered_extension/03_multi_event_acute_history_results.csv,3106,"{""analysis"": ""multi_event"", ""cohort"": ""UKHLS"", ""metric"": ""predictive_r2"", ""row_type"": ""increment"", ""run_id"": ""5424c86efdcff1c9"", ""sample_id"": ""multi_UKHLS_acute_nonoverlap"", ""scale"": ""standardized"", ""term"": ""M3-M2"", ""validation"": ""grouped_cv""}",estimate,n_evaluated,ci_lower;ci_upper,incremental predictive R2,,M3-M2,most_recent,nonoverlap,multiple,1089,2022-05-17
